pt,family,spp,spp_id,dist,counts,elev
62,Malaconotidae,Dryoscopus gambensis,18,2,1,2667
62,Lybiidae,Pogoniulus coryphaeus,4,3,1,2667
63,Locustellidae,Bradypterus cinnamomeus,47,2,1,2723
63,Locustellidae,Bradypterus cinnamomeus,47,3,1,2723
63,Nectariniidae,Cinnyris regius,31,2,1,2723
63,Malaconotidae,Dryoscopus gambensis,18,1,1,2723
63,Cisticolidae,Oreolais ruwenzori,51,2,1,2723
64,Platysteiridae,Batis diops,24,1,1,2736
64,Locustellidae,Bradypterus cinnamomeus,47,2,2,2736
64,Acrocephalidae,Iduna similis,49,3,1,2736
64,Cisticolidae,Cisticola chubbi,50,2,2,2736
64,Muscicapidae,Cossypha archeri,60,2,1,2736
64,Malaconotidae,Laniarius poensis,21,3,1,2736
64,Cisticolidae,Oreolais ruwenzori,51,3,1,2736
65,Cisticolidae,Apalis personata,45,2,1,2762
65,Cisticolidae,Apalis porphyrolaema,46,2,1,2762
65,Locustellidae,Bradypterus cinnamomeus,47,1,1,2762
65,Acrocephalidae,Iduna similis,49,2,1,2762
65,Nectariniidae,Cinnyris regius,31,1,1,2762
65,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2762
65,Malaconotidae,Dryoscopus gambensis,18,3,1,2762
65,Muscicapidae,Bradornis comitatus,27,2,1,2762
65,Cisticolidae,Oreolais ruwenzori,51,1,1,2762
65,Zosteropidae,Zosterops senegalensis,63,1,1,2762
66,Cisticolidae,Apalis porphyrolaema,46,2,1,2775
66,Platysteiridae,Batis diops,24,1,1,2775
66,Locustellidae,Bradypterus cinnamomeus,47,1,2,2775
66,Acrocephalidae,Iduna similis,49,3,1,2775
66,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2775
66,Cisticolidae,Cisticola chubbi,50,1,2,2775
66,Malaconotidae,Dryoscopus gambensis,18,1,1,2775
66,Malaconotidae,Laniarius poensis,21,3,1,2775
66,Muscicapidae,Bradornis comitatus,27,1,1,2775
67,Cisticolidae,Apalis porphyrolaema,46,3,2,2818
67,Pycnonotidae,Andropadus nigriceps,43,3,1,2818
67,Locustellidae,Bradypterus cinnamomeus,47,2,1,2818
67,Acrocephalidae,Iduna similis,49,2,1,2818
67,Cisticolidae,Cisticola chubbi,50,3,2,2818
67,Muscicapidae,Bradornis comitatus,27,1,1,2818
67,Lybiidae,Pogoniulus bilineatus,3,4,1,2818
67,Psittacidae,Poicephalus meyeri,41,2,5,2818
68,Pycnonotidae,Andropadus nigriceps,43,1,2,2362
68,Locustellidae,Bradypterus cinnamomeus,47,3,2,2362
68,Cisticolidae,Cisticola chubbi,50,3,2,2362
68,Muscicapidae,Cossypha archeri,60,3,1,2362
68,Malaconotidae,Laniarius poensis,21,3,1,2362
68,Lybiidae,Pogoniulus bilineatus,3,3,2,2362
68,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2362
68,Lybiidae ,Trachylaemus purpuratus,5,3,1,2362
68,Turdidae,Turdus olivaceus,62,2,1,2362
69,Pycnonotidae,Andropadus nigriceps,43,3,2,2381
69,Locustellidae,Bradypterus cinnamomeus,47,2,2,2381
69,Cisticolidae,Cisticola chubbi,50,2,2,2381
69,Malaconotidae,Laniarius poensis,21,2,1,2381
69,Malaconotidae,Laniarius poensis,21,3,1,2381
69,Phylloscopidae,Phylloscopus laetus,52,2,2,2381
69,Lybiidae,Pogoniulus bilineatus,3,2,2,2381
69,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2381
70,Pycnonotidae,Andropadus nigriceps,43,2,2,2836
70,Locustellidae,Bradypterus cinnamomeus,47,1,1,2836
70,Cisticolidae,Cisticola chubbi,50,1,2,2836
70,Phylloscopidae,Phylloscopus laetus,52,2,2,2836
70,Psittacidae,Poicephalus meyeri,41,2,3,2836
70,Musophagidae,Ruwenzorornis johnstoni,29,1,1,2836
70,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2836
70,Zosteropidae,Zosterops senegalensis,63,2,1,2836
71,Locustellidae,Bradypterus cinnamomeus,47,3,1,3038
71,Acrocephalidae,Iduna similis,49,3,1,3038
71,Cisticolidae,Cisticola chubbi,50,3,2,3038
71,Columbidae,Columba arquatrix,7,2,2,3038
71,Psittacidae,Poicephalus meyeri,41,2,5,3038
72,Locustellidae,Bradypterus cinnamomeus,47,3,1,3050
72,Acrocephalidae,Iduna similis,49,2,1,3050
72,Nectariniidae,Cinnyris regius,31,2,1,3050
73,Locustellidae,Bradypterus cinnamomeus,47,2,1,3076
73,Acrocephalidae,Iduna similis,49,3,1,3076
73,Nectariniidae,Cinnyris regius,31,1,1,3076
73,Nectariniidae,Cinnyris stuhlmanni,32,1,2,3076
73,Muscicapidae,Melaenornis fisheri,26,1,3,3076
73,Fringillidae,Crithagra gularis,16,1,2,3076
74,Locustellidae,Bradypterus cinnamomeus,47,2,1,3140
74,Acrocephalidae,Iduna similis,49,2,2,3140
74,Nectariniidae,Cinnyris regius,31,2,1,3140
74,Nectariniidae,Cinnyris stuhlmanni,32,2,2,3140
75,Locustellidae,Bradypterus cinnamomeus,47,2,1,3165
75,Locustellidae,Bradypterus cinnamomeus,47,3,1,3165
75,Acrocephalidae,Iduna similis,49,3,1,3165
75,Nectariniidae,Cinnyris stuhlmanni,32,2,2,3165
76,Locustellidae,Bradypterus cinnamomeus,47,2,1,3198
76,Musophagidae,Ruwenzorornis johnstoni,29,4,2,3198
77,Locustellidae,Bradypterus cinnamomeus,47,3,1,2834
77,Acrocephalidae,Iduna similis,49,1,1,2834
77,Nectariniidae,Cinnyris regius,31,1,2,2834
77,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2834
77,Cisticolidae,Cisticola chubbi,50,2,2,2834
77,Columbidae,Columba arquatrix,7,2,3,2834
77,Psittacidae,Poicephalus meyeri,41,3,2,2834
78,Locustellidae,Bradypterus cinnamomeus,47,3,1,3225
78,Acrocephalidae,Iduna similis,49,3,1,3225
79,Locustellidae,Bradypterus cinnamomeus,47,3,2,3242
79,Locustellidae,Bradypterus cinnamomeus,47,4,1,3242
80,Locustellidae,Bradypterus cinnamomeus,47,2,1,3254
80,Columbidae,Columba arquatrix,7,2,1,3254
81,Locustellidae,Bradypterus cinnamomeus,47,2,1,3254
81,Acrocephalidae,Iduna similis,49,3,1,3254
82,Locustellidae,Bradypterus cinnamomeus,47,2,2,3201
82,Locustellidae,Bradypterus cinnamomeus,47,3,2,3201
82,Acrocephalidae,Iduna similis,49,3,1,3201
82,Zosteropidae,Zosterops senegalensis,63,2,3,3201
83,Locustellidae,Bradypterus cinnamomeus,47,2,1,3227
83,Locustellidae,Bradypterus cinnamomeus,47,3,2,3227
83,Acrocephalidae,Iduna similis,49,3,2,3227
83,Muscicapidae,Melaenornis fisheri,26,2,1,3227
83,Fringillidae,Crithagra gularis,16,2,2,3227
84,Locustellidae,Bradypterus cinnamomeus,47,2,1,3222
84,Locustellidae,Bradypterus cinnamomeus,47,4,1,3222
84,Nectariniidae,Cinnyris stuhlmanni,32,1,1,3222
84,Fringillidae,Crithagra gularis,16,2,1,3222
85,Locustellidae,Bradypterus cinnamomeus,47,3,1,2834
85,Acrocephalidae,Iduna similis,49,3,1,2834
85,Columbidae,Columba arquatrix,7,3,1,2834
85,Muscicapidae,Cossypha archeri,60,2,2,2834
85,Psittacidae,Poicephalus meyeri,41,2,5,2834
85,Zosteropidae,Zosterops senegalensis,63,2,1,2834
86,Nectariniidae,Cinnyris regius,31,2,2,2973
86,Columbidae,Columba arquatrix,7,2,1,2973
87,Cisticolidae,Apalis porphyrolaema,46,3,1,3230
87,Locustellidae,Bradypterus cinnamomeus,47,2,1,3230
87,Cisticolidae,Cisticola chubbi,50,4,2,3230
87,Columbidae,Columba arquatrix,7,1,1,3230
87,Malaconotidae,Laniarius poensis,21,4,1,3230
87,Phylloscopidae,Phylloscopus laetus,52,1,1,3230
87,Psittacidae,Poicephalus meyeri,41,2,3,3230
87,Psittacidae,Poicephalus meyeri,41,3,4,3230
87,Musophagidae,Ruwenzorornis johnstoni,29,4,1,3230
88,Cisticolidae,Apalis porphyrolaema,46,3,1,2827
88,Locustellidae,Bradypterus cinnamomeus,47,2,2,2827
88,Accipitridae,Buteo oreophilus,1,4,1,2827
88,Acrocephalidae,Iduna similis,49,2,2,2827
88,Nectariniidae,Cinnyris stuhlmanni,32,2,3,2827
88,Columbidae,Columba arquatrix,7,2,2,2827
88,Musophagidae,Ruwenzorornis johnstoni,29,2,1,2827
88,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2827
89,Locustellidae,Bradypterus cinnamomeus,47,2,2,2914
89,Acrocephalidae,Iduna similis,49,4,1,2914
89,Cisticolidae,Cisticola chubbi,50,3,2,2914
89,Columbidae,Columba arquatrix,7,1,1,2914
89,Columbidae,Columba arquatrix,7,4,2,2914
89,Malaconotidae,Laniarius poensis,21,2,1,2914
89,Malaconotidae,Laniarius poensis,21,3,1,2914
89,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2914
90,Cisticolidae,Apalis porphyrolaema,46,3,2,3026
90,Pycnonotidae,Andropadus nigriceps,43,2,2,3026
90,Locustellidae,Bradypterus cinnamomeus,47,3,1,3026
90,Acrocephalidae,Iduna similis,49,4,1,3026
90,Lybiidae,Pogoniulus coryphaeus,4,4,2,3026
90,Musophagidae,Ruwenzorornis johnstoni,29,2,2,3026
90,Zosteropidae,Zosterops senegalensis,63,2,2,3026
91,Cisticolidae,Apalis porphyrolaema,46,3,2,3140
91,Pycnonotidae,Andropadus nigriceps,43,3,1,3140
91,Locustellidae,Bradypterus cinnamomeus,47,3,2,3140
91,Acrocephalidae,Iduna similis,49,2,1,3140
91,Nectariniidae,Cinnyris stuhlmanni,32,1,2,3140
91,Muscicapidae,Cossypha archeri,60,4,1,3140
91,Phylloscopidae,Phylloscopus umbrovirens,53,2,2,3140
91,Fringillidae,Crithagra gularis,16,3,1,3140
91,Musophagidae,Ruwenzorornis johnstoni,29,4,1,3140
92,Cisticolidae,Apalis porphyrolaema,46,3,1,3264
92,Locustellidae,Bradypterus cinnamomeus,47,1,1,3264
92,Locustellidae,Bradypterus cinnamomeus,47,3,1,3264
92,Nectariniidae,Cinnyris stuhlmanni,32,3,1,3264
92,Malaconotidae,Laniarius poensis,21,4,1,3264
93,Nectariniidae,Cinnyris stuhlmanni,32,2,2,3396
93,Columbidae,Columba arquatrix,7,4,1,3396
93,Muscicapidae,Cossypha archeri,60,3,1,3396
93,Paridae,Melaniparus fasciiventer,38,1,2,3396
93,Musophagidae,Ruwenzorornis johnstoni,29,4,1,3396
94,Cisticolidae,Apalis personata,45,1,2,2890
94,Cisticolidae,Apalis porphyrolaema,46,3,1,2890
94,Locustellidae,Bradypterus cinnamomeus,47,2,1,2890
94,Acrocephalidae,Iduna similis,49,2,1,2890
94,Columbidae,Columba arquatrix,7,3,1,2890
94,Muscicapidae,Cossypha archeri,60,3,1,2890
94,Pellorneidae,Illadopsis pyrrhoptera,56,3,1,2890
94,Malaconotidae,Laniarius poensis,21,5,1,2890
94,Phylloscopidae,Phylloscopus laetus,52,1,2,2890
94,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2890
95,Locustellidae,Bradypterus cinnamomeus,47,4,1,3506
95,Muscicapidae,Cossypha archeri,60,3,1,3506
95,Malaconotidae,Laniarius poensis,21,4,1,3506
95,Phylloscopidae,Phylloscopus umbrovirens,53,2,1,3506
96,Pycnonotidae,Andropadus nigriceps,43,2,2,2787
96,Locustellidae,Bradypterus cinnamomeus,47,3,2,2787
96,Locustellidae,Bradypterus cinnamomeus,47,4,2,2787
96,Cisticolidae,Cisticola chubbi,50,3,2,2787
96,Columbidae,Columba arquatrix,7,5,1,2787
96,Phylloscopidae,Phylloscopus laetus,52,2,2,2787
96,Musophagidae,Ruwenzorornis johnstoni,29,4,2,2787
97,Trogonidae,Apaloderma narina,59,3,1,2838
97,Pycnonotidae,Andropadus nigriceps,43,2,2,2838
97,Locustellidae,Bradypterus cinnamomeus,47,2,1,2838
97,Nectariniidae,Cinnyris regius,31,1,1,2838
97,Columbidae,Columba arquatrix,7,3,1,2838
97,Pellorneidae,Illadopsis pyrrhoptera,56,3,2,2838
97,Malaconotidae,Laniarius poensis,21,4,1,2838
97,Cisticolidae,Oreolais ruwenzori,51,2,1,2838
97,Phylloscopidae,Phylloscopus laetus,52,1,2,2838
97,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2838
97,Zosteropidae,Zosterops senegalensis,63,1,2,2838
98,Locustellidae,Bradypterus cinnamomeus,47,4,2,2595
98,Cisticolidae,Cisticola chubbi,50,3,2,2595
98,Columbidae,Columba arquatrix,7,3,1,2595
98,Muscicapidae,Cossypha archeri,60,3,1,2595
98,Cisticolidae,Oreolais ruwenzori,51,4,1,2595
98,Lybiidae,Pogoniulus bilineatus,3,4,1,2595
98,Pycnonotidae,Pycnonotus barbatus,44,2,1,2595
98,Columbidae,Streptopelia semitorquata,9,3,1,2595
98,Lybiidae ,Trachylaemus purpuratus,5,4,1,2595
99,Pycnonotidae,Eurillas latirostris,42,2,1,2550
99,Locustellidae,Bradypterus cinnamomeus,47,4,1,2550
99,Acrocephalidae,Iduna similis,49,3,1,2550
99,Muscicapidae,Cossypha archeri,60,3,1,2550
99,Modulatricidae,Kakamega poliothorax,57,3,1,2550
99,Cisticolidae,Oreolais ruwenzori,51,3,1,2550
99,Cisticolidae,Prinia bairdii,54,3,1,2550
99,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2550
100,Pycnonotidae,Eurillas latirostris,42,1,2,2495
100,Cisticolidae,Apalis personata,45,1,3,2495
100,Cisticolidae,Apalis porphyrolaema,46,2,2,2495
100,Pycnonotidae,Andropadus nigriceps,43,2,1,2495
100,Acrocephalidae,Iduna similis,49,2,1,2495
100,Cisticolidae,Cisticola chubbi,50,3,2,2495
100,Columbidae,Columba arquatrix,7,5,1,2495
100,Muscicapidae,Cossypha archeri,60,3,1,2495
100,Cisticolidae,Oreolais ruwenzori,51,2,1,2495
100,Lybiidae,Pogoniulus bilineatus,3,4,1,2495
100,Psittacidae,Poicephalus meyeri,41,3,5,2495
100,Fringillidae,Crithagra gularis,16,2,1,2495
100,Zosteropidae,Zosterops senegalensis,63,2,3,2495
101,Pycnonotidae,Andropadus nigriceps,43,1,2,2464
101,Platysteiridae,Batis diops,24,2,1,2464
101,Locustellidae,Bradypterus cinnamomeus,47,3,2,2464
101,Nectariniidae,Cinnyris regius,31,2,2,2464
101,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2464
101,Columbidae,Columba arquatrix,7,2,3,2464
101,Muscicapidae,Cossypha archeri,60,2,1,2464
101,Modulatricidae,Kakamega poliothorax,57,2,2,2464
101,Oriolidae,Oriolus percivali,37,5,1,2464
101,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2464
102,Pycnonotidae,Eurillas latirostris,42,2,1,2417
102,Cisticolidae,Apalis porphyrolaema,46,1,1,2417
102,Pycnonotidae,Andropadus nigriceps,43,1,2,2417
102,Locustellidae,Bradypterus cinnamomeus,47,1,1,2417
102,Acrocephalidae,Iduna similis,49,3,1,2417
102,Muscicapidae,Cossypha archeri,60,2,1,2417
102,Cisticolidae,Oreolais ruwenzori,51,1,1,2417
102,Lybiidae,Pogoniulus bilineatus,3,3,1,2417
102,Fringillidae,Crithagra gularis,16,2,1,2417
102,Zosteropidae,Zosterops senegalensis,63,1,5,2417
103,Cisticolidae,Apalis porphyrolaema,46,2,1,2397
103,Trogonidae,Apaloderma narina,59,2,1,2397
103,Pycnonotidae,Andropadus nigriceps,43,2,2,2397
103,Locustellidae,Bradypterus cinnamomeus,47,3,1,2397
103,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2397
103,Cisticolidae,Cisticola chubbi,50,2,2,2397
103,Columbidae,Columba arquatrix,7,2,2,2397
103,Muscicapidae,Cossypha archeri,60,3,1,2397
103,Nectariniidae,Cyanomitra alinae,34,1,1,2397
103,Modulatricidae,Kakamega poliothorax,57,2,1,2397
103,Oriolidae,Oriolus percivali,37,5,1,2397
103,Lybiidae,Pogoniulus bilineatus,3,4,1,2397
103,Lybiidae,Pogoniulus coryphaeus,4,3,1,2397
103,Psittacidae,Poicephalus meyeri,41,3,2,2397
103,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2397
103,Zosteropidae,Zosterops senegalensis,63,2,1,2397
104,Pycnonotidae,Eurillas latirostris,42,3,1,2726
104,Cisticolidae,Apalis personata,45,3,1,2726
104,Pycnonotidae,Andropadus nigriceps,43,2,2,2726
104,Locustellidae,Bradypterus cinnamomeus,47,3,2,2726
104,Acrocephalidae,Iduna similis,49,3,1,2726
104,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2726
104,Cisticolidae,Cisticola chubbi,50,2,2,2726
104,Columbidae,Columba arquatrix,7,4,1,2726
104,Muscicapidae,Cossypha archeri,60,4,1,2726
104,Pellorneidae,Illadopsis pyrrhoptera,56,4,1,2726
104,Malaconotidae,Laniarius poensis,21,4,1,2726
104,Phylloscopidae,Phylloscopus laetus,52,2,1,2726
104,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2726
105,Pycnonotidae,Eurillas latirostris,42,3,1,2387
105,Pycnonotidae,Andropadus nigriceps,43,1,10,2387
105,Muscicapidae,Cossypha archeri,60,3,1,2387
105,Cuculidae,Cuculus solitarius,12,4,1,2387
105,Nectariniidae,Cyanomitra alinae,34,2,3,2387
105,Modulatricidae,Kakamega poliothorax,57,2,1,2387
105,Malaconotidae,Laniarius poensis,21,5,1,2387
105,Cisticolidae,Oreolais ruwenzori,51,4,1,2387
105,Phylloscopidae,Phylloscopus laetus,52,1,4,2387
105,Lybiidae,Pogoniulus bilineatus,3,3,1,2387
105,Lybiidae,Pogoniulus coryphaeus,4,4,1,2387
105,Cisticolidae,Prinia bairdii,54,2,2,2387
105,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2387
105,Pycnonotidae,Pycnonotus barbatus,44,1,1,2387
105,Zosteropidae,Zosterops senegalensis,63,2,3,2387
106,Pycnonotidae,Eurillas latirostris,42,2,2,2371
106,Trogonidae,Apaloderma narina,59,3,1,2371
106,Muscicapidae,Cossypha archeri,60,3,2,2371
106,Modulatricidae,Kakamega poliothorax,57,3,1,2371
106,Cisticolidae,Oreolais ruwenzori,51,4,1,2371
106,Lybiidae,Pogoniulus bilineatus,3,3,1,2371
106,Cisticolidae,Prinia bairdii,54,3,2,2371
106,Musophagidae,Tauraco schuettii,30,4,2,2371
107,Pycnonotidae,Eurillas latirostris,42,1,2,2359
107,Cisticolidae,Apalis porphyrolaema,46,2,2,2359
107,Pycnonotidae,Andropadus nigriceps,43,1,2,2359
107,Muscicapidae,Cossypha archeri,60,3,1,2359
107,Cisticolidae,Oreolais ruwenzori,51,3,1,2359
107,Oriolidae,Oriolus percivali,37,4,1,2359
107,Lybiidae,Pogoniulus bilineatus,3,4,1,2359
107,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2359
107,Musophagidae,Tauraco schuettii,30,1,1,2359
107,Lybiidae ,Trachylaemus purpuratus,5,2,1,2359
108,Pycnonotidae,Eurillas latirostris,42,3,1,2309
108,Platysteiridae,Batis diops,24,2,1,2309
108,Locustellidae,Bradypterus cinnamomeus,47,4,1,2309
108,Cisticolidae,Cisticola chubbi,50,2,2,2309
108,Muscicapidae,Cossypha archeri,60,3,1,2309
108,Malaconotidae,Laniarius poensis,21,4,1,2309
108,Oriolidae,Oriolus percivali,37,4,1,2309
108,Phylloscopidae,Phylloscopus laetus,52,1,2,2309
108,Cisticolidae,Prinia bairdii,54,2,2,2309
108,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2309
108,Pycnonotidae,Pycnonotus barbatus,44,2,1,2309
108,Macrosphenidae,Sylvietta leocophrys,55,1,2,2309
108,Zosteropidae,Zosterops senegalensis,63,2,2,2309
109,Pycnonotidae,Eurillas latirostris,42,1,2,2280
109,Locustellidae,Bradypterus cinnamomeus,47,3,1,2280
109,Acrocephalidae,Iduna similis,49,2,1,2280
109,Cuculidae,Cuculus solitarius,12,4,1,2280
109,Malaconotidae,Dryoscopus gambensis,18,1,1,2280
109,Cisticolidae,Oreolais ruwenzori,51,3,1,2280
109,Phylloscopidae,Phylloscopus laetus,52,2,1,2280
109,Cisticolidae,Prinia bairdii,54,3,1,2280
109,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2280
109,Monarchidae,Terpsiphone viridis,28,2,1,2280
109,Zosteropidae,Zosterops senegalensis,63,1,2,2280
110,Pycnonotidae,Eurillas latirostris,42,2,1,2274
110,Locustellidae,Bradypterus cinnamomeus,47,3,1,2274
110,Acrocephalidae,Iduna similis,49,3,1,2274
110,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2274
110,Cisticolidae,Cisticola chubbi,50,3,2,2274
110,Cuculidae,Cuculus solitarius,12,4,1,2274
110,Nectariniidae,Cyanomitra alinae,34,5,1,2274
110,Oriolidae,Oriolus percivali,37,3,1,2274
110,Lybiidae,Pogoniulus bilineatus,3,4,1,2274
110,Cisticolidae,Prinia bairdii,54,3,2,2274
110,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2274
110,Lybiidae ,Trachylaemus purpuratus,5,5,1,2274
111,Cisticolidae,Apalis personata,45,2,2,2246
111,Locustellidae,Bradypterus cinnamomeus,47,2,2,2246
111,Acrocephalidae,Iduna similis,49,3,1,2246
111,Cisticolidae,Cisticola chubbi,50,3,2,2246
111,Colidae,Colius striatus,6,2,2,2246
111,Malaconotidae,Laniarius luehderi,20,4,1,2246
111,Oriolidae,Oriolus percivali,37,1,2,2246
111,Ploceidae,Ploceus baglafecht,40,2,2,2246
111,Lybiidae,Pogoniulus bilineatus,3,2,1,2246
111,Lybiidae,Pogoniulus bilineatus,3,4,1,2246
111,Muscicapidae,Pogonocichla stellata,61,3,1,2246
111,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2246
111,Fringillidae,Crithagra frontalis,15,2,1,2246
111,Fringillidae,Crithagra gularis,16,2,1,2246
111,Macrosphenidae,Sylvietta leocophrys,55,3,1,2246
112,Pycnonotidae,Eurillas latirostris,42,2,1,2690
112,Cisticolidae,Apalis personata,45,2,1,2690
112,Locustellidae,Bradypterus cinnamomeus,47,2,1,2690
112,Acrocephalidae,Iduna similis,49,3,1,2690
112,Cisticolidae,Cisticola chubbi,50,2,2,2690
112,Cisticolidae,Cisticola chubbi,50,4,2,2690
112,Phylloscopidae,Phylloscopus laetus,52,1,2,2690
112,Musophagidae,Ruwenzorornis johnstoni,29,6,1,2690
112,Turdidae,Turdus olivaceus,62,3,1,2690
112,Turdidae,Turdus olivaceus,62,4,1,2690
113,Trogonidae,Apaloderma narina,59,3,1,2657
113,Pycnonotidae,Andropadus nigriceps,43,3,1,2657
113,Locustellidae,Bradypterus cinnamomeus,47,3,2,2657
113,Cisticolidae,Oreolais ruwenzori,51,3,1,2657
113,Lybiidae,Pogoniulus bilineatus,3,4,1,2657
113,Psittacidae,Poicephalus meyeri,41,4,2,2657
113,Pycnonotidae,Pycnonotus barbatus,44,2,1,2657
113,Macrosphenidae,Sylvietta leocophrys,55,1,1,2657
113,Lybiidae ,Trachylaemus purpuratus,5,6,1,2657
114,Pycnonotidae,Eurillas latirostris,42,2,1,2237
114,Locustellidae,Bradypterus cinnamomeus,47,2,1,2237
114,Columbidae,Columba arquatrix,7,2,5,2237
114,Pellorneidae,Illadopsis pyrrhoptera,56,3,1,2237
114,Cisticolidae,Oreolais ruwenzori,51,2,1,2237
114,Oriolidae,Oriolus percivali,37,4,1,2237
114,Fringillidae,Crithagra gularis,16,2,2,2237
114,Monarchidae,Terpsiphone viridis,28,2,1,2237
115,Pycnonotidae,Eurillas latirostris,42,3,1,2329
115,Acrocephalidae,Iduna similis,49,3,1,2329
115,Cisticolidae,Cisticola chubbi,50,4,2,2329
115,Columbidae,Columba arquatrix,7,3,4,2329
115,Malaconotidae,Laniarius poensis,21,3,1,2329
115,Malaconotidae,Telophorus dohertyi,22,3,1,2329
115,Paridae,Melaniparus fasciiventer,38,2,2,2329
115,Cisticolidae,Prinia bairdii,54,4,2,2329
115,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2329
116,Pycnonotidae,Eurillas latirostris,42,3,1,2354
116,Pycnonotidae,Andropadus nigriceps,43,2,2,2354
116,Acrocephalidae,Iduna similis,49,1,1,2354
116,Acrocephalidae,Iduna similis,49,3,1,2354
116,Muscicapidae,Cossypha archeri,60,1,2,2354
116,Malaconotidae,Laniarius poensis,21,4,1,2354
116,Oriolidae,Oriolus percivali,37,5,1,2354
116,Phylloscopidae,Phylloscopus laetus,52,1,2,2354
116,Lybiidae,Pogoniulus bilineatus,3,2,1,2354
116,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2354
117,Pycnonotidae,Eurillas latirostris,42,4,1,2391
117,Locustellidae,Bradypterus cinnamomeus,47,3,1,2391
117,Locustellidae,Bradypterus cinnamomeus,47,4,1,2391
117,Cisticolidae,Cisticola chubbi,50,4,2,2391
117,Malaconotidae,Telophorus dohertyi,22,3,1,2391
117,Cisticolidae,Oreolais ruwenzori,51,3,1,2391
117,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2391
117,Fringillidae,Crithagra gularis,16,2,1,2391
117,Zosteropidae,Zosterops senegalensis,63,1,2,2391
118,Locustellidae,Bradypterus cinnamomeus,47,2,1,2432
118,Locustellidae,Bradypterus cinnamomeus,47,3,1,2432
118,Acrocephalidae,Iduna similis,49,3,1,2432
118,Cisticolidae,Cisticola chubbi,50,2,2,2432
118,Malaconotidae,Telophorus dohertyi,22,3,2,2432
118,Cisticolidae,Oreolais ruwenzori,51,1,2,2432
118,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2432
119,Pycnonotidae,Eurillas latirostris,42,3,1,2478
119,Accipitridae,Buteo oreophilus,1,4,1,2478
119,Acrocephalidae,Iduna similis,49,3,1,2478
119,Cisticolidae,Cisticola chubbi,50,3,2,2478
119,Cisticolidae,Cisticola chubbi,50,4,2,2478
119,Muscicapidae,Cossypha archeri,60,3,1,2478
119,Malaconotidae,Laniarius poensis,21,2,1,2478
119,Cisticolidae,Oreolais ruwenzori,51,3,2,2478
119,Lybiidae,Pogoniulus bilineatus,3,4,1,2478
119,Cisticolidae,Prinia bairdii,54,3,2,2478
119,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2478
120,Pycnonotidae,Eurillas latirostris,42,3,1,2513
120,Pycnonotidae,Andropadus nigriceps,43,4,1,2513
120,Locustellidae,Bradypterus cinnamomeus,47,3,1,2513
120,Accipitridae,Buteo oreophilus,1,4,5,2513
120,Cisticolidae,Cisticola chubbi,50,3,2,2513
120,Cisticolidae,Oreolais ruwenzori,51,4,1,2513
120,Sylviidae,Pseudoalcippe abyssinica,58,1,1,2513
120,Pycnonotidae,Pycnonotus barbatus,44,2,1,2513
121,Pycnonotidae,Eurillas latirostris,42,2,1,2267
121,Cisticolidae,Apalis personata,45,2,2,2267
121,Pycnonotidae,Andropadus nigriceps,43,2,2,2267
121,Locustellidae,Bradypterus cinnamomeus,47,2,1,2267
121,Acrocephalidae,Iduna similis,49,2,1,2267
121,Nectariniidae,Cinnyris regius,31,2,1,2267
121,Cisticolidae,Cisticola chubbi,50,2,2,2267
121,Pellorneidae,Illadopsis pyrrhoptera,56,2,1,2267
121,Malaconotidae,Laniarius poensis,21,3,2,2267
121,Cisticolidae,Oreolais ruwenzori,51,2,1,2267
121,Lybiidae,Pogoniulus coryphaeus,4,2,1,2267
121,Pycnonotidae,Pycnonotus barbatus,44,3,1,2267
122,Locustellidae,Bradypterus cinnamomeus,47,2,1,2585
122,Acrocephalidae,Iduna similis,49,4,1,2585
122,Cisticolidae,Cisticola chubbi,50,2,2,2585
